contigName	contigLen	totalAvgDepth	mapped.ERR2597538.sort.bam	mapped.ERR2597538.sort.bam-var
4945	4883	6.37967	6.37989	11.5354
4946	4882	9.77388	9.77388	10.0247
4947	4882	5.78001	5.78022	8.04371
4948	4881	9.66075	9.66075	12.1524
4949	4880	15.8444	15.8444	44.9613
4950	4880	6.94567	6.94567	6.93451
4951	4879	16.7615	16.7615	21.5442
4952	4879	10.4612	10.4612	10.6741
4953	4879	9.15564	9.15564	13.9115
4954	4879	9.3394	9.3394	10.2251
4955	4878	60.816	60.816	170.942
4956	4878	8.16434	8.16434	18.9406
4957	4877	9.34165	9.34165	17.3026
4958	4876	8.44181	8.44181	13.3282
4959	4875	9.38243	9.38243	12.6629
4960	4873	32.9532	32.9532	261.462
4961	4873	9.82299	9.82299	13.5131
4962	4872	69.4257	69.4257	130.948
4963	4872	43.4898	43.4898	98.2704
4964	4872	8.65841	8.65841	26.5897
4965	4872	7.65438	7.65438	11.7199
4966	4872	4.81724	4.81724	5.78977
4967	4871	11.5696	11.5696	63.626
4968	4871	5.88159	5.88159	6.52472
4969	4870	65.9388	65.9388	342.063
4970	4870	18.7504	18.7504	46.7084
4971	4869	41.8642	41.8642	548.512
4972	4868	79.1558	79.1558	828.776
4973	4868	23.1443	23.1443	25.4089
4974	4868	10.3889	10.3889	12.7894
4975	4868	5.04621	5.04621	5.74979
4976	4867	20.6542	20.6542	51.1884
4977	4867	8.40025	8.40047	9.47028
4978	4867	6.60971	6.60971	6.24607
4979	4867	6.69684	6.69684	11.4251
4980	4866	41.5723	41.5723	123.033
4981	4866	26.3993	26.3993	41.093
4982	4866	14.7027	14.7027	216.55
4983	4866	11.4341	11.4341	17.8267
4984	4866	6.70823	6.70823	10.6724
4985	4866	4.21671	4.21671	2.69193
4986	4865	15.4159	15.4159	17.2698
4987	4865	8.3088	8.30901	7.5682
4988	4864	40.6962	40.6962	38.0926
4989	4864	9.13046	9.13046	18.046
4990	4863	9.03204	9.03204	9.13666
4991	4863	8.29747	8.29747	7.58593
4992	4863	6.18396	6.18396	5.15225
4993	4862	23.9569	23.9569	41.9323
4994	4862	8.01316	8.01316	10.6504
4995	4862	6.30942	6.30942	7.59895
4996	4862	6.28183	6.28183	8.75008
4997	4862	7.15344	7.15344	9.50843
4998	4861	6.70197	6.70197	5.51665
4999	4860	79.007	79.007	135.181
5000	4860	5.16837	5.16837	5.52933
5001	4858	39.9582	39.9582	62.3478
5002	4858	20.9894	20.9894	57.7719
5003	4857	24.5832	24.5832	108.626
5004	4857	8.0495	8.0495	29.9022
5005	4857	7.25558	7.25558	8.01264
5006	4856	10.1634	10.1634	13.0704
5007	4856	7.73183	7.73183	10.108
5008	4856	6.94709	6.94709	7.02904
5009	4856	4.58755	4.58755	3.95965
5010	4855	19.2618	19.2618	22.0921
5011	4855	9.29586	9.29586	11.4119
5012	4855	7.18618	7.18618	8.61716
5013	4854	15.7823	15.7823	27.0467
5014	4853	23.714	23.714	42.4165
5015	4851	11.9141	11.9141	439.795
5016	4851	5.43672	5.43672	5.63108
5017	4850	21.4396	21.4396	38.7525
5018	4850	12.9062	12.9062	24.0922
5019	4850	10.0547	10.0547	19.9489
5020	4850	6.42319	6.42319	8.11349
5021	4850	7.89872	7.89872	9.58064
5022	4850	4.97191	4.97213	6.37722
5023	4850	4.83298	4.83298	5.47375
5024	4847	14.8684	14.8684	44.0311
5025	4847	10.8084	10.8084	13.2632
5026	4846	17.9849	17.9849	30.7184
5027	4846	11.8473	11.8473	20.4054
5028	4846	6.29089	6.2911	7.55433
5029	4844	34.3283	34.3283	52.2895
5030	4844	9.10865	9.10886	13.1186
5031	4844	6.76992	6.76992	12.3869
5032	4844	5.45974	5.45974	5.4054
5033	4843	19.1728	19.1728	37.0523
5034	4843	10.4247	10.4249	12.5783
5035	4843	6.29597	6.29597	9.90535
5036	4843	6.19241	6.19241	6.38142
5037	4842	7.29625	7.29625	8.19695
5038	4841	8.66361	8.66361	9.61991
5039	4841	9.39736	9.39736	14.2605
5040	4841	3.51844	3.51844	2.17158
5041	4840	8.67335	8.67335	11.794
5042	4840	5.84307	5.84307	6.22195
5043	4840	5.31322	5.31322	7.22119
5044	4840	5.5467	5.5467	8.50408
5045	4839	6.88889	6.88889	30.3598
5046	4838	7.68195	7.68195	9.79109
5047	4837	11.4647	11.4647	30.7379
5048	4837	5.79987	5.79987	3.23736
5049	4837	5.81843	5.81843	7.33589
5050	4836	84.0521	84.0521	122.425
5051	4836	11.2819	11.2819	15.5169
5052	4835	14.663	14.663	22.5815
5053	4835	10.8047	10.8047	16.3239
5054	4835	7.99893	7.99893	11.6479
5055	4835	4.69178	4.69178	4.99381
5056	4835	4.30416	4.30416	3.07002
5057	4834	88.3104	88.3104	203.432
5058	4834	8.67848	8.67848	6.86645
5059	4833	13.8392	13.8392	14.6908
5060	4833	9.35319	9.35319	17.1313
5061	4833	6.4685	6.4685	5.19908
5062	4833	6.00235	6.00235	5.51151
5063	4832	73.9092	73.9092	94.0934
5064	4832	6.98291	6.98313	8.48829
5065	4832	5.34857	5.34857	4.20353
5066	4831	21.9222	21.9222	34.4515
5067	4831	7.99829	7.99829	7.75868
5068	4830	28.2284	28.2284	56.9399
5069	4830	13.1075	13.1075	10.3837
5070	4830	10.8049	10.8049	10.708
5071	4830	9.31667	9.31667	13.6801
5072	4829	19.0834	19.0834	28.2497
5073	4829	8.66253	8.66253	9.17107
5074	4828	14.5554	14.5554	20.8277
5075	4826	6.34752	6.34752	5.89012
5076	4825	36.3758	36.3758	117.323
5077	4825	11.5352	11.5352	21.084
5078	4825	11.9861	11.9861	20.8301
5079	4825	5.70289	5.70289	6.50279
5080	4825	8.54567	8.54567	14.1059
5081	4825	7.06973	7.06973	10.5227
5082	4824	13.2933	13.2933	33.8027
5083	4824	7.34211	7.34211	10.8461
5084	4824	5.25631	5.25631	5.5105
5085	4823	25.4667	25.4667	30.9941
5086	4823	8.76632	8.76632	11.7082
5087	4823	8.02183	8.02183	6.59509
5088	4823	5.28376	5.28376	4.75891
5089	4822	17.6182	17.6182	32.6401
5090	4822	11.4	11.4	28.0014
5091	4822	10.585	10.585	10.4397
5092	4822	8.50342	8.50364	12.3169
5093	4821	10.2768	10.2768	14.1249
5094	4821	9.81332	9.81332	17.5037
5095	4821	7.89767	7.89767	9.3248
5096	4820	14.1146	14.1146	38.1845
5097	4820	10.1578	10.1578	13.7779
5098	4820	6.59122	6.59122	13.5706
5099	4820	4.97623	4.97623	5.1169
5100	4819	11.4952	11.4952	14.9974
5101	4819	7.49946	7.49946	8.25774
5102	4817	5.11656	5.11656	5.78414
5103	4816	25.2495	25.2495	33.8613
5104	4816	16.9893	16.9893	23.4292
5105	4816	13.9111	13.9111	24.4408
5106	4816	13.1663	13.1663	28.3532
5107	4816	12.8723	12.8725	31.0741
5108	4816	9.72589	9.72589	16.3093
5109	4816	10.2555	10.2555	12.5253
5110	4816	9.40677	9.40677	13.9601
5111	4816	6.4027	6.4027	7.85084
5112	4814	15.7365	15.7365	31.0626
5113	4814	12.137	12.137	14.3358
5114	4814	11.6865	11.6865	22.6163
5115	4814	7.63122	7.63122	10.0712
5116	4813	7.03774	7.03774	5.51246
5117	4813	8.52027	8.52027	10.8013
5118	4813	8.48745	8.48745	13.2311
5119	4813	4.85953	4.85953	4.37947
5120	4812	7.90262	7.90262	11.3288
5121	4812	9.55684	9.55684	9.7391
5122	4811	5.12208	5.12208	5.22507
5123	4810	32.4082	32.4082	150.071
5124	4809	12.4574	12.4574	12.8026
5125	4809	8.82335	8.82335	12.2365
5126	4809	6.651	6.651	8.62348
5127	4807	25.3212	25.3212	166.821
5128	4807	12.2465	12.2465	19.4135
5129	4807	7.16277	7.16277	7.90947
5130	4807	5.81211	5.81211	5.92836
5131	4807	5.00816	5.00816	6.43029
5132	4806	38.369	38.369	99.4621
5133	4806	10.913	10.913	12.9026
5134	4805	24.2902	24.2902	28.485
5135	4805	22.3093	22.3093	61.1583
5136	4805	10.7631	10.7631	12.0982
5137	4805	8.38024	8.38024	12.676
5138	4805	6.6449	6.6449	9.19243
5139	4804	22.5307	22.5307	50.9507
5140	4804	9.45531	9.45531	9.86251
5141	4804	6.393	6.393	6.11193
5142	4803	10.8079	10.8079	15.1781
5143	4802	9.77966	9.77966	22.2632
5144	4802	5.42734	5.42734	4.47697
5145	4801	16.3081	16.3081	131.459
5146	4801	7.94883	7.94883	6.84216
5147	4800	7.86882	7.86882	7.98915
5148	4799	10.9501	10.9501	20.0753
5149	4799	8.66337	8.66337	9.14809
5150	4799	8.3575	8.3575	16.5294
5151	4798	9.17427	9.17427	28.6933
5152	4798	6.70288	6.70288	7.82478
5153	4797	9.20615	9.20615	19.0725
5154	4797	5.12998	5.12998	5.88902
5155	4796	11.6177	11.6177	22.676
5156	4796	12.2994	12.2994	23.5919
5157	4795	23.3785	23.3785	56.5132
5158	4795	16.8512	16.8512	24.3944
5159	4795	8.87535	8.87535	18.2807
5160	4793	13.0741	13.0741	26.5296
5161	4793	11.176	11.176	12.3669
5162	4793	7.68641	7.68641	5.63705
5163	4793	5.83244	5.83244	4.71989
5164	4793	6.05643	6.05643	4.09036
5165	4793	6.5518	6.5518	6.77141
5166	4792	26.5467	26.5467	61.4956
5167	4792	11.6642	11.6642	13.22
5168	4792	8.73201	8.73201	15.5782
5169	4791	25.97	25.97	59.5869
5170	4791	12.2168	12.2168	15.9518
5171	4791	7.97522	7.97522	9.97111
5172	4790	37.1737	37.1737	162.46
5173	4790	6.40517	6.40517	7.13479
5174	4790	5.6569	5.6569	4.75317
5175	4789	7.46389	7.46389	7.1804
5176	4789	5.72343	5.72365	8.20456
5177	4789	4.40138	4.40138	6.06677
5178	4788	34.7046	34.7046	38.0107
5179	4788	28.0052	28.0052	67.6837
5180	4788	20.7081	20.7081	67.577
5181	4788	14.3825	14.3825	17.4333
5182	4788	10.9414	10.9414	19.3269
5183	4788	13.749	13.749	22.6969
5184	4787	7.45094	7.45094	10.5056
5185	4787	9.24089	9.24089	13.4493
5186	4787	5.57688	5.57688	7.5052
5187	4787	5.60168	5.60168	10.5629
5188	4786	6.38934	6.38956	8.4218
5189	4785	7.95146	7.95146	13.6265
5190	4785	6.41424	6.41424	6.96644
5191	4784	7.53215	7.53215	12.7094
5192	4784	7.04402	7.04402	9.11262
5193	4784	4.23133	4.23133	3.32486
5194	4783	18.0207	18.0207	26.6498
5195	4783	12.7637	12.7637	13.0775
5196	4782	13.6079	13.6079	19.3785
5197	4782	10.6749	10.6749	13.3082
5198	4782	8.74093	8.74093	8.54146
5199	4782	7.03346	7.03368	7.28725
5200	4782	5.76878	5.76878	9.35895
5201	4781	8.70697	8.70697	9.10491
5202	4781	6.9661	6.9661	6.51696
5203	4780	8.52376	8.52376	10.0395
5204	4780	5.26091	5.26091	5.70335
5205	4779	20.3614	20.3614	25.7682
5206	4779	20.5563	20.5563	60.1604
5207	4779	11.2383	11.2383	15.5615
5208	4779	12.9937	12.9937	18.4942
5209	4778	30.3732	30.3732	99.5372
5210	4778	9.44252	9.44252	14.9785
5211	4778	9.83232	9.83232	16.8912
5212	4777	6.07953	6.07953	7.16607
5213	4777	5.65853	5.65853	8.98885
5214	4776	22.3109	22.3109	32.2758
5215	4776	14.4073	14.4073	29.6051
5216	4776	4.83031	4.83031	4.12147
5217	4775	54.4681	54.4681	192.632
5218	4775	11.1085	11.1085	11.7109
5219	4774	18.7556	18.7556	140.383
5220	4773	10.3439	10.3439	20.8272
5221	4772	14.5591	14.5591	64.756
5222	4772	6.91216	6.91216	11.5235
5223	4771	10.4971	10.4971	25.2367
5224	4771	10.0779	10.0779	12.2078
5225	4770	20.5	20.5	109.989
5226	4770	8.60584	8.60584	21.1267
5227	4770	7.9671	7.9671	8.39808
5228	4770	8.08268	8.08268	8.26687
5229	4769	7.45183	7.45183	6.14521
5230	4769	8.8766	8.8766	10.6046
5231	4769	6.18835	6.18835	5.99875
5232	4768	32.173	32.173	82.2225
5233	4768	10.2531	10.2531	18.4794
5234	4768	6.34517	6.34517	5.17782
5235	4768	6.64747	6.64747	9.62911
5236	4767	9.25016	9.25038	10.5893
5237	4767	5.2989	5.2989	8.98839
5238	4766	11.206	11.206	33.953
5239	4766	5.9857	5.9857	6.9068
5240	4764	12.269	12.269	15.9439
5241	4764	9.86606	9.86606	17.7735
5242	4763	26.7501	26.7501	39.959
5243	4763	20.7561	20.7561	30.623
5244	4763	15.4854	15.4854	96.5949
5245	4763	6.19597	6.19597	5.33801
5246	4762	23.6305	23.6305	36.1058
5247	4762	7.28448	7.28448	6.62166
5248	4761	9.1787	9.1787	14.7791
5249	4761	5.08783	5.08783	4.97042
5250	4760	22.8538	22.8538	52.9024
5251	4760	6.92733	6.92733	6.37858
5252	4759	11.6893	11.6893	19.1978
5253	4758	20.804	20.804	25.429
5254	4758	7.75586	7.75586	7.89084
5255	4757	47.3369	47.3369	211.507
5256	4757	9.17126	9.17126	12.5147
5257	4756	79.3535	79.3535	318.146
5258	4755	66.8758	66.8758	127.641
5259	4755	23.9698	23.9698	197.253
5260	4755	13.2923	13.2923	19.5327
5261	4755	11.1603	11.1603	14.5503
5262	4755	9.11053	9.11053	11.7212
5263	4754	8.27346	8.27346	9.60798
5264	4754	11.8629	11.8629	15.3505
5265	4754	9.78193	9.78193	14.4368
5266	4753	34.6265	34.6265	52.1272
5267	4753	19.5292	19.5292	27.0944
5268	4753	4.34065	4.34065	3.0247
5269	4752	9.05085	9.05085	12.209
5270	4752	6.18644	6.18644	7.29379
5271	4751	36.6379	36.6379	58.6639
5272	4751	13.5175	13.5175	30.5287
5273	4750	21.9337	21.9337	31.7635
5274	4750	16.9359	16.9359	187.773
5275	4750	9.00587	9.00587	15.6258
5276	4750	8.42391	8.42391	8.33646
5277	4750	6.44609	6.44609	8.44244
5278	4750	5.91087	5.91087	6.34697
5279	4749	26.5108	26.5108	45.9749
5280	4748	5.01675	5.01675	4.42321
5281	4747	8.26517	8.26517	9.91378
5282	4746	115.146	115.146	1813.4
5283	4746	6.96301	6.96301	8.31102
5284	4745	8.0407	8.0407	14.6512
5285	4745	7.63939	7.63939	7.37477
5286	4745	5.40805	5.40805	6.11535
5287	4743	38.6164	38.6166	79.3851
5288	4743	6.71435	6.71435	6.79739
5289	4742	6.90004	6.90004	9.40777
5290	4742	6.16659	6.16659	6.41239
5291	4740	12.1338	12.134	20.2909
5292	4740	8.81699	8.81699	10.0523
5293	4740	8.72571	8.72571	21.1866
5294	4739	8.24166	8.24166	12.8367
5295	4738	25.3446	25.3446	46.9655
5296	4738	16.5177	16.5179	56.1181
5297	4738	11.2267	11.2267	13.5866
5298	4738	11.1667	11.1667	12.053
5299	4737	12.0118	12.0118	15.9348
5300	4735	6.71647	6.71647	6.47885
5301	4735	8.53653	8.53653	11.411
5302	4735	7.03926	7.03926	10.5185
5303	4734	7.06763	7.06763	6.88442
5304	4733	20.76	20.76	43.0634
5305	4733	7.83111	7.83111	10.3199
5306	4733	5.49138	5.49138	4.1994
5307	4732	6.46945	6.46945	7.56158
5308	4732	6.40615	6.40637	17.3314
5309	4731	6.78978	6.78978	5.24855
5310	4730	19.6766	19.6766	35.3667
5311	4730	10.3753	10.3753	24.231
5312	4729	5.50011	5.50011	6.11945
5313	4729	5.88316	5.88338	6.9716
5314	4727	25.4092	25.4092	38.0795
5315	4727	10.7726	10.7726	21.9708
5316	4726	7.31119	7.31119	11.2824
5317	4726	7.12107	7.12107	10.5745
5318	4725	19.3838	19.3838	65.5837
5319	4725	13.383	13.383	16.6814
5320	4725	9.74776	9.74776	21.4325
5321	4724	9.3415	9.3415	15.3094
5322	4724	6.62374	6.62374	9.21404
5323	4724	4.35024	4.35024	6.56306
5324	4723	10.3827	10.3827	12.5668
5325	4723	9.02318	9.02318	9.0708
5326	4723	8.07216	8.07216	9.61906
5327	4723	9.11262	9.11262	14.0553
5328	4722	8.74103	8.74103	12.7871
5329	4722	8.22178	8.22178	9.2017
5330	4722	6.29856	6.29856	8.40784
5331	4722	5.81824	5.81824	8.96585
5332	4721	12.5957	12.5957	32.8166
5333	4721	8.74579	8.74601	8.32643
5334	4721	9.06563	9.06563	13.7234
5335	4721	6.34981	6.34981	5.42311
5336	4721	5.58477	5.58477	4.92341
5337	4721	4.91402	4.91402	6.03112
5338	4720	10.5871	10.5871	22.0906
5339	4720	11.4348	11.4348	12.9978
5340	4719	9.34318	9.34318	16.7671
5341	4719	8.33114	8.33114	9.27355
5342	4719	7.71372	7.71372	9.94046
5343	4718	9.76839	9.76839	7.73779
5344	4718	8.9433	8.9433	7.65952
5345	4717	23.4412	23.4412	864.538
5346	4717	14.1544	14.1544	17.108
5347	4717	10.5634	10.5634	33.3466
5348	4717	11.8367	11.8367	17.6217
5349	4717	7.29932	7.29932	7.58855
5350	4716	20.68	20.68	61.3999
5351	4716	9.12286	9.12286	16.5583
5352	4716	7.39707	7.39707	11.2266
5353	4716	4.25274	4.25274	3.68772
5354	4715	12.2583	12.2583	14.6944
5355	4714	8.46341	8.46341	7.85676
5356	4714	7.07603	7.07603	10.0606
5357	4714	5.57713	5.57713	5.91153
5358	4713	11.8107	11.8107	13.4781
5359	4713	5.36906	5.36906	3.66869
5360	4712	75.9154	75.9156	136.163
5361	4712	5.17733	5.17733	4.62473
5362	4711	17.0344	17.0344	26.1148
5363	4710	18.0456	18.0456	86.7069
5364	4710	10.5167	10.5167	15.1899
5365	4709	24.6554	24.6554	51.4081
5366	4709	8.0193	8.0193	7.85529
5367	4709	4.92257	4.92257	4.61732
5368	4709	4.20465	4.20487	4.15064
5369	4708	7.95788	7.95788	9.04537
5370	4708	6.03839	6.03839	5.5857
5371	4707	5.9131	5.9131	6.31134
5372	4707	6.0926	6.0926	6.09982
5373	4706	9.42757	9.42757	14.4812
5374	4705	22.2869	22.2869	26.2259
5375	4705	9.86981	9.86981	23.1828
5376	4704	7.18226	7.18226	8.87487
5377	4704	8.1805	8.1805	8.38181
5378	4703	4.65803	4.65803	3.75626
5379	4702	11.4532	11.4532	25.6826
5380	4702	6.58172	6.58172	6.07603
5381	4702	5.82821	5.82843	8.27355
5382	4702	6.31722	6.31722	6.84289
5383	4702	5.76955	5.76955	3.81906
5384	4701	7.12613	7.12613	8.26717
5385	4700	9.7156	9.7156	18.0391
5386	4700	8.64264	8.64264	13.9491
5387	4700	7.96945	7.96945	9.85907
5388	4700	6.9167	6.9167	5.44153
5389	4699	12.761	12.7613	30.2567
5390	4699	9.01935	9.01935	13.2027
5391	4699	6.08881	6.08881	6.85137
5392	4698	8.37071	8.37071	7.40385
5393	4698	4.49033	4.49033	3.92227
5394	4697	30.5342	30.5342	44.8542
5395	4697	7.59512	7.59512	10.5138
5396	4697	6.43721	6.43721	4.12691
5397	4696	12.4633	12.4633	23.2639
5398	4696	11.1894	11.1894	14.8045
5399	4695	29.0766	29.0766	150.746
5400	4695	6.58944	6.58944	6.31775
5401	4694	20.3391	20.3391	67.7556
5402	4694	9.47667	9.47667	16.3735
5403	4694	8.62346	8.62346	12.1944
5404	4694	5.91373	5.91373	4.70353
5405	4693	28.0927	28.0927	46.2902
5406	4693	7.50143	7.50143	10.1073
5407	4693	6.25842	6.25842	8.14013
5408	4692	6.99582	6.99582	8.24994
5409	4692	4.77015	4.77015	8.0811
5410	4692	5.87693	5.87693	9.30838
5411	4691	11.658	11.658	16.1869
5412	4691	7.35609	7.35609	11.2306
5413	4691	6.46862	6.46862	6.31735
5414	4690	7.83943	7.83943	11.0897
5415	4690	6.65463	6.65463	11.0589
5416	4689	16.4217	16.4217	118.615
5417	4689	6.92091	6.92091	11.179
5418	4689	5.64133	5.64133	5.07189
5419	4689	5.50936	5.50936	5.21694
5420	4688	6.56302	6.56302	8.44974
5421	4688	5.97356	5.97356	7.10166
5422	4687	23.3961	23.3961	36.0524
5423	4686	31.765	31.765	56.1722
5424	4686	11.9652	11.9652	28.9034
5425	4686	9.42813	9.42813	15.4556
5426	4686	10.4945	10.4945	9.05042
5427	4686	6.58598	6.58598	4.50789
5428	4685	8.28644	8.28644	10.1798
5429	4685	5.78412	5.78412	6.2374
5430	4684	21.8564	21.8564	27.0778
5431	4684	21.8505	21.8505	30.1868
5432	4683	75.1478	75.1478	105.064
5433	4683	67.9729	67.9729	104.353
5434	4683	40.2394	40.2394	74.0967
5435	4683	25.6137	25.6137	54.8691
5436	4683	11.5586	11.5586	19.2492
5437	4682	5.8504	5.8504	5.82666
5438	4681	8.66078	8.66078	12.0844
5439	4681	6.80799	6.80799	9.23193
5440	4681	6.45531	6.45531	7.1509
5441	4681	6.39219	6.39219	10.3052
5442	4680	20.4393	20.4393	39.8348
5443	4680	25.6393	25.6393	96.2343
5444	4679	12.3972	12.3972	19.2089
5445	4679	9.59594	9.59594	9.24975
5446	4678	34.9342	34.9342	80.0397
5447	4678	22.2436	22.2436	40.5191
5448	4678	10.1053	10.1053	10.7788
5449	4678	8.8337	8.8337	8.07462
5450	4678	7.26148	7.26148	6.53769
5451	4677	10.7625	10.7625	15.5789
5452	4677	8.27502	8.27502	8.79238
5453	4677	4.02938	4.02938	4.12663
5454	4676	19.3924	19.3924	81.0656
5455	4676	8.15842	8.15842	9.7578
5456	4676	9.66129	9.66129	13.8511
5457	4675	5.94033	5.94033	6.58753
5458	4674	54.7544	54.7544	662.679
5459	4674	9.16733	9.16733	7.96468
5460	4673	38.6993	38.6993	88.2785
5461	4673	7.40128	7.40128	6.30621
5462	4673	5.69777	5.69777	6.59929
5463	4672	9.19637	9.19637	14.3508
5464	4671	5.78699	5.78699	5.49455
5465	4671	7.34284	7.34284	7.24955
5466	4671	6.88211	6.88211	7.17393
5467	4671	5.55762	5.55762	3.94786
5468	4670	7.74004	7.74004	10.2219
5469	4670	8.05	8.05	9.29766
5470	4669	12.9237	12.9237	27.6375
5471	4669	11.4983	11.4983	14.2535
5472	4669	8.96105	8.96127	11.2267
5473	4669	5.66497	5.66497	6.47158
5474	4668	22.7525	22.7525	158.107
5475	4668	6.00044	6.00044	7.18929
5476	4666	4.03587	4.03587	5.33599
5477	4665	24.1287	24.1287	33.7519
5478	4665	23.2321	23.2321	39.6757
5479	4665	10.9555	10.9555	18.7363
5480	4665	7.10831	7.10831	7.62917
5481	4665	6.55703	6.55725	8.99816
5482	4664	8.01108	8.01108	27.6927
5483	4663	25.0558	25.0558	62.1374
5484	4663	16.9466	16.9466	25.8243
5485	4663	6.51385	6.51385	8.87206
5486	4663	6.97474	6.97474	6.00105
5487	4663	5.06692	5.06714	5.68722
5488	4662	14.3491	14.3491	16.0237
5489	4662	4.29566	4.29566	4.59763
5490	4661	31.2758	31.2758	44.3703
5491	4660	20.6286	20.6286	13.8116
5492	4660	19.5098	19.5098	34.1056
5493	4660	6.8337	6.8337	5.80906
5494	4658	10.667	10.667	29.083
5495	4658	6.10359	6.10359	5.56386
5496	4658	5.72471	5.72471	5.01831
5497	4657	14.9061	14.9061	22.5678
5498	4657	10.2059	10.2061	11.3084
5499	4657	7.91835	7.91835	11.6534
5500	4657	7.81429	7.81429	8.45843
5501	4657	6.09252	6.09252	9.70723
5502	4657	6.30552	6.30552	9.65348
5503	4656	9.24035	9.24035	13.5892
5504	4655	12.8189	12.8189	33.2335
5505	4655	10.1853	10.1853	13.536
5506	4655	11.9256	11.9256	22.4383
5507	4655	8.22775	8.22775	10.0685
5508	4655	7.07547	7.07547	11.1892
5509	4655	4.79378	4.79378	4.19306
5510	4654	9.873	9.873	13.6172
5511	4654	9	9	15.8068
5512	4654	8.29685	8.29685	14.2001
5513	4654	7.1381	7.1381	7.27387
5514	4653	18.3413	18.3413	32.5728
5515	4653	12.7559	12.7559	17.0089
5516	4653	8.7726	8.7726	8.07093
5517	4653	8.37597	8.37597	16.2955
5518	4653	4.07995	4.07995	3.26241
5519	4652	9.89938	9.89938	12.7531
5520	4652	9.02554	9.02554	16.2791
5521	4652	8.06864	8.06864	9.8964
5522	4651	19.6632	19.6632	35.2299
5523	4651	9.90669	9.90669	15.9016
5524	4650	9.34467	9.34467	10.9058
5525	4650	6.33178	6.33178	6.51782
5526	4650	8.64222	8.64222	18.313
5527	4650	6.08244	6.08244	7.29991
5528	4650	7.12844	7.12844	12.5849
5529	4649	6.92132	6.92132	8.11027
5530	4648	39.3646	39.3646	67.0941
5531	4648	24.5211	24.5211	49.6386
5532	4648	7.19764	7.19764	10.9823
5533	4647	6.96464	6.96464	11.7801
5534	4646	7.69017	7.69017	7.96377
5535	4646	6.91437	6.91437	11.0914
5536	4646	8.12389	8.12389	12.7208
5537	4646	5.63056	5.63056	5.11446
5538	4646	5.01735	5.01735	4.91894
5539	4645	21.4712	21.4712	31.4885
5540	4645	8.18064	8.18087	15.0231
5541	4644	7.79795	7.79795	12.2503
5542	4644	5.62884	5.62906	6.30334
5543	4643	32.4943	32.4943	44.4847
5544	4643	27.9286	27.9286	69.5585
5545	4643	8.57623	8.57623	12.6329
5546	4643	7.36145	7.36145	8.579
5547	4643	5.20387	5.20387	5.44028
5548	4642	12.0472	12.0472	18.4587
5549	4642	4.89248	4.89248	3.79982
5550	4642	3.85752	3.85752	3.67421
5551	4641	5.91694	5.91694	5.83613
5552	4640	9.05523	9.05523	11.4615
5553	4640	7.21047	7.21047	6.93426
5554	4639	7.59768	7.59768	14.2352
5555	4639	5.96369	5.96369	6.09819
5556	4638	8.81662	8.81662	9.94683
5557	4638	6.75423	6.75423	5.71571
5558	4637	28.9305	28.9305	47.5774
5559	4637	8.24738	8.24738	9.0445
5560	4637	12.1558	12.1558	14.1661
5561	4636	7.77151	7.77151	20.6608
5562	4636	5.85421	5.85421	11.9715
5563	4635	5.62742	5.62742	6.99951
5564	4635	6.30056	6.30056	8.24284
5565	4634	7.25379	7.25379	8.84489
5566	4634	7.82761	7.82761	6.68115
5567	4634	7.75178	7.75178	12.64
5568	4633	16.0259	16.0259	62.8694
5569	4632	26.4636	26.4636	37.0219
5570	4632	7.49063	7.49063	11.5049
5571	4632	5.34003	5.34003	5.24968
5572	4630	13.0993	13.0993	23.2028
5573	4630	13.6812	13.6812	16.5181
5574	4630	5.90112	5.90134	7.00703
5575	4629	8.34427	8.34427	12.7644
5576	4629	4.22773	4.22773	4.69753
5577	4627	7.36118	7.36118	12.268
5578	4627	7.56712	7.56712	12.9028
5579	4627	7.3203	7.3203	8.42245
5580	4626	36.0071	36.0071	90.1161
5581	4626	7.36729	7.36729	9.41922
5582	4626	3.91421	3.91421	2.48608
5583	4625	19.6751	19.6753	27.2626
5584	4625	14.4961	14.4961	17.8058
5585	4625	7.44156	7.44156	10.4294
5586	4625	4.85251	4.85251	4.12027
5587	4624	7.65288	7.65288	15.9383
5588	4624	7.16741	7.16741	9.24638
5589	4624	8.33751	8.33751	12.0261
5590	4624	5.72888	5.72888	4.78743
5591	4624	4.36321	4.36321	4.79026
5592	4624	4.32141	4.32141	4.53343
5593	4623	78.9495	78.9495	681.713
5594	4623	30.6237	30.6237	117.309
5595	4623	32.0085	32.0085	82.1214
5596	4623	9.86541	9.86541	12.1519
5597	4623	7.40309	7.40309	7.82371
5598	4622	10.208	10.208	13.0653
5599	4622	8.09861	8.09861	15.2561
5600	4622	7.10242	7.10242	7.93264
5601	4621	7.23619	7.23619	8.21353
5602	4620	36.1787	36.1787	37.3417
5603	4619	12.9575	12.9575	25.3804
5604	4619	9.40054	9.40054	10.4737
5605	4619	8.37682	8.37682	7.54319
5606	4619	7.76438	7.76438	12.1792
5607	4619	8.18617	8.18639	9.17326
5608	4619	5.39696	5.39696	12.3146
5609	4619	5.99373	5.99373	5.42564
5610	4617	5.28341	5.28341	6.504
5611	4616	8.28773	8.28773	10.5011
5612	4616	5.30811	5.30811	5.36538
5613	4615	6.18298	6.18298	10.4288
5614	4615	4.59686	4.59686	3.24562
